section,type,source_id,target_id,description
53,related_to,proposal,draft_code_of_practice,A proposal may result in the development or variation of a draft code of practice.
53,condition_for_abandonment,public_notice_section_58_or_75,abandonment_notice,"If the Authority abandons a proposal after public notice has been given under section 58 or 75, the abandonment notice must be given."
54,adopts_procedure,authority,general_procedure,The Authority must adopt the general procedure unless a proposal falls under a specific subdivision or is declared urgent.
54,exception,general_procedure,minor_variation_proposal,The general procedure is not used when the proposal is for a minor variation of a food regulatory measure.
54,exception,general_procedure,new_or_major_variation_proposal,The general procedure is not used when the proposal is for the development of a new or major variation of a food regulatory measure.
54,exception,general_procedure,high_level_health_claims_variation_proposal,The general procedure is not used when the proposal is for a high level health claims variation.
54,exception,general_procedure,urgent_proposal,The general procedure is not used when the proposal is declared to be an urgent proposal.
55,prepares,authority,proposal,The Food Standards Australia New Zealand Authority prepares the food regulatory measure proposal.
55,gives_notice,authority,public_notice,The Authority must give public notice of the proposal including specific details and steps.
55,details,public_notice,proposal,"The public notice must contain details about the proposal such as the date it was made, a summary, the procedure for consideration, key steps timeline, and how to obtain further information."
56,assess,authority,proposal,"The Authority must assess the proposal it prepares, subject to section 56."
56,consideration,proposal,food_regulatory_measure,The proposal is assessed with regard to the development or variation of a food regulatory measure.
56,cost_benefit_analysis,authority,food_regulatory_measure,"In assessing the proposal, the Authority must consider whether costs outweigh the benefits of the food regulatory measure."
56,alternative_measures_consideration,authority,food_regulatory_measure,The Authority must consider whether other measures would be more cost-effective than the food regulatory measure.
56,standards_consideration,authority,new_zealand_standards,The Authority must have regard to any relevant New Zealand standards when assessing a proposal.
56,guidance,section_18,authority,Section 18 provides guidance to the Authority on its objectives in developing or varying food regulatory measures.
56,abandonment_option,section_56,authority,Section 56 allows the Authority to abandon a proposal.
57,assess,authority,proposal,The Authority assesses the proposal.
57,prepare,authority,draft_food_regulatory_measure,The Authority prepares a draft food regulatory measure after assessing a proposal.
57,prepare,authority,draft_variation_of_food_regulatory_measure,The Authority prepares a draft variation of a food regulatory measure after assessing a proposal.
57,abandon,authority,proposal,The Authority may abandon the proposal instead of preparing a draft measure or variation.
58,calls_for,authority,public_notice,The Authority must give public notice after preparing a draft food regulatory measure or a draft variation of a food regulatory measure.
58,includes,public_notice,draft_food_regulatory_measure,The public notice must include a copy of the draft food regulatory measure or state how it can be obtained.
58,includes,public_notice,draft_variation_of_food_regulatory_measure,The public notice must include a copy of the draft variation of the food regulatory measure or state how it can be obtained.
58,requests,authority,written_submissions,The Authority calls for written submissions to be given within a specified period for consideration of the draft measure or draft variation.
59,must_follow,authority,standard_development_or_variation,The Authority must follow the steps set out in sections 63 and 64 for standard development or variation.
59,must_follow,authority,code_of_practice_development_or_variation,The Authority must follow the step set out in section 65 for code of practice development or variation.
59,related_to,standard_development_or_variation,section_63,Section 63 is a legislative reference related to the process of standard development or variation.
59,related_to,standard_development_or_variation,section_64,Section 64 is a legislative reference related to the process of standard development or variation.
59,related_to,code_of_practice_development_or_variation,section_65,Section 65 is a legislative reference related to the process of code of practice development or variation.
60,responsible_for,authority,draft_standard_or_draft_variation,"The Authority is responsible for approving, amending, or rejecting the draft standard or draft variation."
60,consideration,authority,submission_period,The Authority must consider all submissions made during the submission period before making a decision.
60,prepares,authority,report,The Authority prepares a report after making a decision on the draft standard or draft variation.
60,includes,report,regulation_impact_statement,The report includes a Regulation Impact Statement if applicable.
60,non_delegation,board,authority,The Board must not delegate its powers to act on behalf of the Authority under paragraph (a).
60,effectiveness_condition,draft_standard_or_draft_variation,notice_under_section_93,The draft standard or draft variation does not take effect except in accordance with a notice under section 93.
61,notifies,authority,forum_on_food_regulation,The Authority must notify the Forum on Food Regulation when a draft standard or draft variation is approved.
61,review_request,forum_on_food_regulation,authority,The Forum on Food Regulation may request the Authority to review the draft standard or draft variation.
61,publish_notice,authority,draft_standard_or_draft_variation,The Authority must publish a notice on its website regarding the approval of the draft standard or draft variation.
61,provide_information,authority,forum_on_food_regulation,The Authority must provide the Forum on Food Regulation with a written notification and a copy of the report prepared under section 63.
61,direct,forum_on_food_regulation,authority,The Forum on Food Regulation may direct the Authority to provide information required for making a decision about the draft under Division 3.
61,outlines_process,division_3,forum_on_food_regulation,Division 3 outlines the process that the Forum on Food Regulation follows after receiving notification from the Authority.
62,responsible_for,authority,draft_code_of_practice_or_draft_variation,The Authority is responsible for approving or rejecting the draft code of practice or draft variation.
62,cannot_delegate_power,board,authority,The Board must not delegate its powers to act on behalf of the Authority under subsection (1).
62,notify,authority,forum_on_food_regulation,The Authority must give written notice of its decision to the Forum on Food Regulation.
62,give_public_notice,authority,public_notice_of_decision,The Authority must give public notice of its decision regarding the draft code of practice or draft variation.
62,specify,public_notice_of_decision,date_of_effect,The public notice must specify the date of effect of the Authority's decision.
62,state,public_notice_of_decision,further_information_about_decision,The public notice must state how to obtain further information about the decision and the reasons for it.
62,revoke_or_vary,authority,other_code_of_practice,"If another code of practice would be superseded by the Authority's decision, the Authority must revoke or vary the other code of practice."
63,applies_to,subdivision_application,variation_of_food_regulatory_measure,The Subdivision Application regulation applies to proposals for the variation of food regulatory measures that meet certain criteria.
63,example_of,typographical_error_correction,variation_of_food_regulatory_measure,Correcting a typographical error is an example of a variation of a food regulatory measure.
63,example_of,update_reference,variation_of_food_regulatory_measure,Updating a reference to another document is an example of a variation of a food regulatory measure.
63,example_of,change_cross_reference,variation_of_food_regulatory_measure,Changing a cross-reference is an example of a variation of a food regulatory measure.
63,example_of,omit_ceased_provisions,variation_of_food_regulatory_measure,Omitting provisions that have ceased to have effect is an example of a variation of a food regulatory measure.
64,adopt,authority,general_procedure,The Authority must adopt the general procedure when considering proposals.
64,modify,general_procedure,subdivision_modifications,The general procedure must be adopted with the modifications set out in the Subdivision.
65,modifies,section_68,section_61,Section 68 modifies the step set out in Section 61.
65,prepares,authority,draft_variation,The Authority prepares the draft variation of the food regulatory measure.
65,notifies,authority,government_agencies,The Authority must give written notice to appropriate government agencies after preparing a draft variation.
65,calls_for,authority,written_submissions,The Authority calls for written submissions for the purpose of its consideration of the draft variation.
65,specifies_period,authority,written_submissions,The Authority specifies the period within which the written submissions are to be made.
66,responsible_for,authority,draft_variation,"The Authority is responsible for approving, amending, or rejecting the draft variation."
66,notify,authority,forum_on_food_regulation,The Authority must notify the Forum on Food Regulation after approving a draft variation.
66,provide,authority,report_under_section_69,The Authority must prepare and provide a report under Section 69 after deciding on the draft variation.
66,review_request,forum_on_food_regulation,draft_variation,The Forum on Food Regulation may request the Authority to review the draft variation.
66,direct,forum_on_food_regulation,authority,The Forum may direct the Authority to provide information required for making a decision about the draft under Division 3.
66,publish,authority,draft_variation,The Authority must publish a notice on its website about the approval of the draft variation.
67,applies_to,subdivision_application,new_food_regulatory_measure_development,The Subdivision application process applies to the development of new food regulatory measures.
67,applies_to,subdivision_application,food_regulatory_measure_variation,The Subdivision application process applies to the variation of food regulatory measures that are scientifically or technically complex or involve a significant change to the scope.
68,must_adopt,authority,general_procedure,The Authority must adopt the general procedure in considering the proposal.
68,subject_to,general_procedure,modifications,The general procedure must be adopted with the modifications set out in the Subdivision.
69,assessment,authority,section_59,The Authority must assess the proposal under section 59.
69,notification,authority,public_notice,The Authority must give public notice after assessing the proposal under section 59 but before undertaking the step set out in section 60.
69,summary,public_notice,section_59,The public notice must include a summary of the results of the Authority's assessment of the proposal.
69,submission_call,public_notice,written_submissions,The public notice must call for written submissions on matters relevant to the proposal.
69,sequence,section_59,section_60,The step set out in section 60 follows the assessment of a proposal by the Authority under section 59.
70,consideration,authority,submission_period,The Authority must consider all submissions made during the Submission Period when making a decision under section 60.
70,decision_making,authority,section_60,"The Authority makes a decision under Section 60, taking into account the submissions made during the Submission Period."
71,applies_to,subdivision_sect_74,nutrition_health_and_related_claims_standard,"Subdivision SECT 74 applies to proposals for the variation of the Nutrition, Health and Related Claims Standard."
71,condition_for,high_level_health_claims_variation,subdivision_sect_74,The application of Subdivision SECT 74 is conditioned on the proposal being a high level health claims variation.
71,exception,general_procedure,subdivision_sect_74,The general procedure applies instead of Subdivision SECT 74 if the proposal does not involve a change to the list of high level health claims.
72,notice,authority,high_level_health_claims_committee,The Authority must give notice of the proposal to the High Level Health Claims Committee.
72,notice,authority,food_regulation_standing_committee,The Authority must also give notice of the proposal to the Food Regulation Standing Committee.
72,proposal,authority,high_level_health_claims_variation,The Authority proposes to make a high level health claims variation.
73,consideration,authority,high_level_health_claims_variation,The Authority must consider whether to approve the draft high level health claims variation.
73,requirement,authority,public_health_and_safety,The Authority must be satisfied that approving the draft variation meets the objective of protecting public health and safety.
73,requirement,authority,informed_choices,The Authority must ensure that the draft variation provides adequate information relating to food to enable consumers to make informed choices.
73,requirement,authority,prevent_misleading_conduct,The Authority must ensure that the draft variation prevents misleading or deceptive conduct.
73,consideration,authority,high_level_health_claims_committee,The Authority must take into account any recommendations made by the High Level Health Claims Committee in relation to the draft variation.
73,consideration,authority,food_regulation_standing_committee,The Authority must take into account any submission made on behalf of a jurisdiction represented on the Food Regulation Standing Committee in relation to the draft variation.
74,notice,authority,high_level_health_claims_variation,The Authority must give public notice of the draft high level health claims variation.
74,notice,authority,food_regulation_standing_committee,The Authority must also give notice to the Food Regulation Standing Committee before a high level health claims variation is approved.
74,call_for_submissions,authority,submission_period,The Authority calls for written submissions within the submission period for the purpose of considering the draft high level health claims variation.
75,responsible_for,authority,high_level_health_claims_committee,The Authority is responsible for considering the recommendations of the High Level Health Claims Committee.
75,responsible_for,authority,food_regulation_standing_committee,The Authority is responsible for considering the submissions made by the Food Regulation Standing Committee.
75,cannot_delegate_power,board,authority,The Board must not delegate its powers to act on behalf of the Authority under paragraph (a).
75,provides_recommendations,high_level_health_claims_committee,authority,The High Level Health Claims Committee provides recommendations to the Authority in relation to proposals and draft variations.
75,makes_submissions,food_regulation_standing_committee,authority,The Food Regulation Standing Committee makes submissions to the Authority in relation to proposals and draft variations.
75,approves_or_abandons,authority,draft_high_level_health_claims_variation,The Authority must approve or abandon the draft high level health claims variation after the submission period.
75,prepares_report,authority,report,"The Authority must prepare a report including reasons for the proposal, summaries of recommendations and submissions, and the Authority's responses and reasons for its decision."
76,notify,authority,forum_on_food_regulation,The Authority must notify the Forum on Food Regulation within 10 business days after approving a draft high level health claims variation.
76,provide,authority,report_prepared_under_section_78,The Authority must provide a copy of the report prepared under section 78 to the Forum on Food Regulation.
76,give_public_notice,authority,draft_high_level_health_claims_variation,The Authority must give public notice of the decision to approve the draft high level health claims variation.
76,request_information,forum_on_food_regulation,authority,The Forum on Food Regulation may direct the Authority to provide information required for the Forum to make a decision about the draft under Division 3.
77,notification,apvma,authority,The APVMA notifies the Authority under section 8E of the Agvet Code.
77,application,division_application,agvet_code_section_8_e,The Division's application is triggered by a notification from the APVMA under section 8E of the Agvet Code.
78,obligation,authority,apvma_notification,The Authority must give public notice of APVMA notifications.
78,timing,authority,apvma_notification,The Authority must give the notice as soon as practicable after the notification.
78,reference,apvma_notification,agvet_code_section_8_e,The APVMA notification is made under section 8E of the Agvet Code.
79,can_vary,apvma,maximum_residue_limits_standard,The APVMA has the authority to vary the Maximum Residue Limits Standard.
79,is_a,legislative_instrument,maximum_residue_limits_standard,A variation of the Maximum Residue Limits Standard is a legislative instrument.
79,must_notify,apvma,authority,The APVMA must notify the Authority of a proposed variation before making it.
79,must_prepare_or_review,authority,legislative_instrument,The Authority must prepare or review a dietary exposure assessment of the proposed variation.
79,must_receive_assessment,forum_on_food_regulation,legislative_instrument,The Forum on Food Regulation must receive a copy of the dietary exposure assessment.
79,must_consider,apvma,legislative_instrument,The APVMA must consider the dietary exposure assessment and any comments on it before making a variation.
79,must_provide_copy,apvma,authority,The APVMA must give a copy of the variation to the Authority.
79,must_publish,apvma,gazette,The APVMA must publish a copy of the variation in the Gazette.
79,commences_on_publication,legislative_instrument,gazette,The variation commences on the day it is published in the Gazette.
80,authority_to_vary,authority,maximum_residue_limits_standard,The Authority has the power to vary the Maximum Residue Limits Standard without limitation.
81,must_notify,authority,forum_on_food_regulation,"The Authority must notify the Forum on Food Regulation when it has approved a draft standard, variation, or high level health claims variation."
81,may_request_review,forum_on_food_regulation,authority,"The Forum on Food Regulation may request the Authority to review the draft standard, variation, or high level health claims variation."
81,must_comply,forum_on_food_regulation,food_regulation_agreement,The Forum on Food Regulation must comply with the Food Regulation Agreement when exercising its powers.
81,must_comply,forum_on_food_regulation,australia_new_zealand_joint_food_standards_agreement,The Forum on Food Regulation must comply with the Australia New Zealand Joint Food Standards Agreement when exercising its powers in relation to a draft high level health claims variation.
82,informs_not_to_review,forum_on_food_regulation,authority,The Forum on Food Regulation informs the Authority that it does not intend to request a review of a draft standard or draft variation.
82,must_comply_with,authority,section_92,The Authority must comply with the publication requirements set out in Section 92 after being informed by the Forum on Food Regulation about not requesting a review.
83,request_review,forum_on_food_regulation,authority,The Forum on Food Regulation can request the Authority to review a draft standard or draft variation.
83,inform_concerns,forum_on_food_regulation,authority,"When requesting a review, the Forum must inform the Authority of the Forum's concerns with the draft."
83,give_directions,forum_on_food_regulation,authority,The Forum on Food Regulation may give directions to the Authority in relation to the conduct of a review.
83,not_legislative_instrument,direction_under_subsection_2,authority,A direction under subsection (2) given to the Authority is not a legislative instrument.
84,request_review,forum_on_food_regulation,review_of_draft_standard_or_variation,The Forum on Food Regulation can request the Authority to review a draft standard or draft variation.
84,conduct_review,authority,review_of_draft_standard_or_variation,The Authority conducts the review of the draft standard or draft variation.
84,complete_review,authority,decision_by_authority,The Authority must complete the review and make a decision within 3 months or a longer period if allowed by the Forum.
84,notify_decision,authority,notification_to_forum,The Authority must notify the Forum on Food Regulation of its decision and reasons within 10 business days.
84,non_delegable_power,authority,decision_by_authority,The Authority's power to act on behalf of the Authority under subsection (2) must not be delegated as per section 150.
85,notify,authority,forum_on_food_regulation,The Authority notifies the Forum on Food Regulation of a decision.
85,amend_or_reject,forum_on_food_regulation,draft,The Forum on Food Regulation may amend or reject the draft within 60 days after notification from the Authority.
85,time_constraint,forum_on_food_regulation,draft,The Forum on Food Regulation must inform or take action regarding the draft within 60 days after notification.
85,instrument_status,instrument,legislative_instrument,An instrument made under paragraph (1)(b) is not a legislative instrument.
86,informs,forum_on_food_regulation,authority,The Forum on Food Regulation informs the Authority about its intentions not to amend or reject a draft standard or draft variation.
86,comply_with,authority,publication_requirements_section_92,The Authority must comply with the publication requirements set out in section 92 following the Forum on Food Regulation's decision not to amend or reject a draft standard or draft variation.
87,must_give_opportunity,forum_on_food_regulation,authority,The Forum on Food Regulation must give the Authority an opportunity to submit a draft of the text of the amendment before amending a draft standard or draft variation.
87,must_inform,forum_on_food_regulation,authority,The Forum on Food Regulation must inform the Authority that the Forum has amended the draft and give the Authority a copy of the amended draft as soon as practicable after deciding to amend.
87,must_comply_with_publication_requirements,authority,section_92,The Authority must comply with the publication requirements set out in section 92 as soon as practicable after being informed of the amendment.
88,rejects,forum_on_food_regulation,draft_standard_or_variation,The Forum on Food Regulation decides to reject a draft standard or draft variation.
88,prepare_notice,forum_on_food_regulation,rejection_notice,The Forum on Food Regulation prepares a notice setting out the decision and reasons for rejecting a draft standard or draft variation.
88,give_copy,forum_on_food_regulation,authority,The Forum on Food Regulation gives the Authority a copy of the notice of rejection.
88,publish_notice,forum_on_food_regulation,internet,The Forum on Food Regulation publishes a copy of the notice of rejection on the internet.
88,give_public_notice,authority,forum_on_food_regulation_notice,The Authority must give public notice of the Forum on Food Regulation's notice upon receiving a copy of it.
89,publication_requirement,authority,gazette,The Authority must publish a copy of the notice in the Gazette.
89,publication_requirement,authority,new_zealand_gazette,The Authority must publish a copy of the notice in the New Zealand Gazette.
89,publication_requirement,authority,authority_s_website,The Authority must publish a copy of the notice and the text of the draft or the amended draft on the Authority's website.
90,effective_date_specified_by,standard_or_variation,notice_given_under_section_92,The effective date of a standard or variation is specified by the notice given under section 92.
91,is_legislative_instrument,section_94,section_92,Standards and variations published under section 92 are legislative instruments as per section 94.
91,exemption,section_94,section_42,Standards and variations are exempt from disallowance under Section 42 of the Legislation Act 2003.
91,exemption,section_94,part_4_of_chapter_3,Standards and variations are exempt from sunsetting under Part 4 of Chapter 3 of the Legislation Act 2003.
91,specifies_exemption,section_44_1,section_42,Subsection 44(1) specifies the exemption of standards and variations from disallowance under Section 42.
91,specifies_exemption,section_54_1,part_4_of_chapter_3,Subsection 54(1) specifies the exemption of standards and variations from sunsetting under Part 4 of Chapter 3.
92,can_declare,authority,urgent_application,The Authority can declare an application as an urgent application.
92,can_declare,authority,urgent_proposal,The Authority can declare a proposal as an urgent proposal.
92,aims_to_protect,authority,public_health_and_safety,The Authority declares applications or proposals as urgent to protect public health and safety.
92,address,authority,negative_impact_on_trade,The Authority declares applications or proposals as urgent to address negative impacts on trade.
92,must_receive_copy,forum_on_food_regulation,public_notice_of_declaration,The Forum on Food Regulation must receive a copy of the urgent declaration.
92,must_receive_copy,appropriate_government_agency,public_notice_of_declaration,Appropriate government agencies must receive a copy of the urgent declaration.
92,must_receive_copy,applicant,public_notice_of_declaration,The applicant must receive a copy of the urgent declaration if it relates to their application.
92,seek_publicity,authority,media_publicity,The Authority must seek media publicity about the urgent application or proposal.
92,are_exempt,urgent_application,exemptions_for_urgent_application_proposal,An urgent application is exempt from certain subdivisions and divisions of the Act.
92,are_exempt,urgent_proposal,exemptions_for_urgent_application_proposal,An urgent proposal is exempt from certain subdivisions and divisions of the Act.
92,is_exempt_from,urgent_application,no_charge_under_section_146,No charge is payable for an urgent application under section 146.
93,considers,authority,urgent_application,The Authority considers urgent applications to prepare draft standards or variations.
93,considers,authority,urgent_proposal,The Authority considers urgent proposals to prepare draft standards or variations.
93,prepares,authority,draft_standard,The Authority prepares a draft standard after considering an urgent application or proposal.
93,prepares,authority,draft_variation,The Authority prepares a draft variation of a standard after considering an urgent application or proposal.
93,gives,authority,public_notice,The Authority gives public notice of the draft standard or variation prepared.
93,specifies,public_notice,submission_period,The public notice specifies the submission period for written submissions on the draft standard or variation.
93,publishes,authority,public_notice,The Authority publishes the public notice on its website.
94,consideration,authority,draft_standard_or_variation,The Authority must consider the draft standard or variation for approval.
94,approval,authority,draft_standard_or_variation,"The Authority may approve the draft standard or variation with or without amendments, or abandon the draft."
94,publication,authority,public_notice_of_approval,The Authority must give public notice of the approval of a draft standard or variation.
94,effectiveness,public_notice_of_approval,legislative_instrument,The standard or variation becomes effective on the day specified in the public notice of approval.
94,non_delegation,board,authority,The Board must not delegate its powers to act on behalf of the Authority under subsection 1.
95,applies_if,subdivision,authority,The Subdivision applies if the Authority approves a draft standard or a draft variation of a standard.
95,action_under,authority,section_97,The Authority approves a draft standard or a draft variation of a standard under Section 97.
96,assess,authority,standard_or_variation,The Authority must assess the standard or variation.
96,consider,authority,costs_and_benefits,"In assessing the standard or variation, the Authority must consider whether costs outweigh benefits."
96,consider,authority,alternative_measures,The Authority must consider if there are more cost-effective measures than the standard or variation.
96,consider,authority,new_zealand_standards,The Authority must take into account all relevant New Zealand standards in their assessment.
96,consider,authority,other_relevant_matters,The Authority must consider any other relevant matters in the assessment of the standard or variation.
96,reference,section_99,section_18,Section 99 refers to Section 18 for the objectives of the Authority in developing food regulatory measures and variations.
97,call_for_submissions,authority,standard_or_variation,The Authority must call for submissions on the standard or variation by giving public notice.
97,specify_period,authority,submission_period,The Authority must specify the submission period for written submissions in the public notice.
97,require_submission,standard_or_variation,submission_period,Written submissions for the standard or variation must be given to the Authority within the submission period.
98,review,authority,standard_or_variation,The Authority must review and either re-affirm or propose changes to the standard or variation within 12 months after it takes effect.
98,consideration,authority,submission_period,The Authority must take into account all submissions made during the submission period when making a decision.
98,notification,authority,forum_on_food_regulation,The Authority must notify the Forum on Food Regulation of its decision within 10 business days after making a decision.
98,includes,authority,regulation_impact_statement,The report to the Forum on Food Regulation may include a Regulation Impact Statement if applicable.
98,direction,forum_on_food_regulation,authority,The Forum on Food Regulation may direct the Authority to provide information to assist the Forum in making a decision about the standard or variation.
99,request_review,forum_on_food_regulation,authority,The Forum on Food Regulation may request the Authority to review the standard or variation.
99,notify,authority,forum_on_food_regulation,The Authority notifies the Forum on Food Regulation when it has re-affirmed its approval of the standard or variation.
99,compliance,forum_on_food_regulation,food_regulation_agreement,The Forum on Food Regulation must comply with the Food Regulation Agreement when exercising its powers.
99,compliance,forum_on_food_regulation,australia_new_zealand_joint_food_standards_agreement,The Forum on Food Regulation must comply with the Australia New Zealand Joint Food Standards Agreement when exercising its powers.
100,request_review,forum_on_food_regulation,authority,The Forum on Food Regulation can request the Authority to review a standard or variation.
100,provide_concerns,forum_on_food_regulation,authority,"When requesting a review, the Forum must inform the Authority of the Forum's concerns with the standard or variation."
100,give_directions,forum_on_food_regulation,authority,The Forum on Food Regulation may give directions to the Authority in relation to the conduct of a review of a standard or variation.
100,not_legislative_instrument,direction_under_subsection_2,NA,A direction under subsection (2) is not considered a legislative instrument.
101,request_review,forum_on_food_regulation,authority,The Forum on Food Regulation can request the Authority to review the standard or variation.
101,conduct_review,authority,subsection_103_2,The Authority conducts the review subject to any directions given under subsection 103(2).
101,complete_review,authority,forum_on_food_regulation,The Authority must complete the review and make a decision within 3 months or a longer period if allowed by the Forum.
101,make_decision,authority,subsection_55,"After completing a review, the Authority must either re-affirm its decision to approve the standard or variation, or prepare a proposal under section 55."
101,provide_notice,authority,forum_on_food_regulation,The Authority must give written notice of its decision and reasons to the Forum on Food Regulation within 10 business days after making its decision.
101,non_delegation,section_150,authority,The Board must not delegate its powers to act on behalf of the Authority under subsection (2) as per section 150.
102,notifies,authority,forum_on_food_regulation,The Authority notifies the Forum on Food Regulation about the decision to re-affirm the standard or variation.
102,must_decide,forum_on_food_regulation,authority,The Forum on Food Regulation must decide whether to revoke or amend the standard or variation and inform the Authority.
102,publish,forum_on_food_regulation,gazette,The Forum on Food Regulation must publish a notice of revocation or amendment in the Gazette.
102,publish,forum_on_food_regulation,new_zealand_gazette,The Forum on Food Regulation must publish a notice of revocation or amendment in the New Zealand Gazette.
102,exemption,legislation_act_2003,forum_on_food_regulation,Section 42 (disallowance) and Part 4 of Chapter 3 (sunsetting) of the Legislation Act 2003 do not apply to the instrument of revocation or amendment made by the Forum on Food Regulation.
102,provide_draft,forum_on_food_regulation,authority,"Before amending the standard or variation, the Forum on Food Regulation must give the Authority an opportunity to submit a draft of the text of the amendment."
102,publish_notice,authority,gazette,The Authority must publish a notice stating that the revocation or amendment is to come into effect on the specified date in the Gazette.
102,publish_notice,authority,new_zealand_gazette,The Authority must publish a notice stating that the revocation or amendment is to come into effect on the specified date in the New Zealand Gazette.
103,conduct,authority,NA,The Authority is not bound to act in a formal manner.
103,conduct,authority,NA,The Authority is not bound by the rules of evidence.
103,conduct,authority,NA,The Authority may inform itself on any matter in such manner as it thinks fit.
103,conduct,authority,NA,The Authority may receive written or oral information or submissions.
103,conduct,authority,NA,The Authority may consult with such persons as it thinks fit.
104,requests_information_from,authority,application,The Authority may request further information from the applicant of an application.
104,assess_and_develop,authority,food_regulatory_measure,The Authority assesses applications and develops or varies food regulatory measures.
104,determine_charge,authority,charge_under_section_146,The Authority determines whether a charge under section 146 is payable in relation to an application.
104,has_consequence,withdrawn_application,public_notice_of_application,"If an application is withdrawn after public notice has been given, the Authority must give public notice that the application is withdrawn."
104,considered_as,application,withdrawn_application,An application is considered as withdrawn if the applicant does not comply with the Authority's request for further information.
104,must_notify,authority,withdrawn_application,The Authority must give written notice to the applicant if their application is taken to have been withdrawn.
105,responsible_for,authority,consideration_period,The Authority is responsible for completing the consideration of applications within the consideration period.
105,condition_for,exclusive_capturable_commercial_benefit,consideration_period,The consideration period begins when a charge related to an application conferring an exclusive capturable commercial benefit is paid.
105,condition_for,expedited_consideration,consideration_period,The consideration period begins when a charge related to an application for expedited consideration is paid.
105,triggers,assessment_of_application,consideration_period,The consideration period begins on the day the Authority begins its assessment of the application.
105,allows,authority,extension_of_consideration_period,The Authority may extend the consideration period for the development of a new standard or a major variation.
105,involves,stopping_the_clock,consideration_period,The consideration period is paused during certain events as described in the 'stopping the clock' procedure.
105,notify,forum_on_food_regulation,authority,"The Forum on Food Regulation may notify the Authority of formulating policy guidelines, which can lead to the suspension of consideration of applications."
105,may_cause,suspension_of_consideration,consideration_period,The suspension of consideration of an application may affect the consideration period.
106,rejects_application,authority,food_regulatory_measure,The Authority has the power to reject applications for the development or variation of food regulatory measures.
106,must_notify_applicant,authority,food_regulatory_measure,The Authority must notify the applicant in writing of the rejection and the reasons for the rejection.
106,must_give_public_notice,authority,section_28,The Authority must give public notice of the rejection and the reasons for the rejection if it occurs after public notice is given under section 28.
106,must_give_public_notice,authority,section_51,The Authority must give public notice of the rejection and the reasons for the rejection if it occurs after public notice is given under section 51.
106,must_notify_forum,authority,forum_on_food_regulation,The Authority must notify the Forum on Food Regulation in writing of the rejection if a draft food regulatory measure or a draft variation has been prepared as a result of the application.
106,must_refund,authority,section_146,"The Authority must refund the applicant the portion of the charge not expended from the charge, calculated in accordance with the regulations, if the application is rejected after a charge has been paid under section 146."
106,abandons_proposal,authority,standard,The Authority has the power to abandon proposals for the development or variation of a standard.
106,must_give_public_notice,authority,section_58,The Authority must give public notice of the abandonment and the reasons for the abandonment if it occurs after public notice is given under section 58.
106,must_give_public_notice,authority,section_75,The Authority must give public notice of the abandonment and the reasons for the abandonment if it occurs after public notice is given under section 75.
106,must_notify_forum,authority,forum_on_food_regulation,The Authority must notify the Forum on Food Regulation in writing of the abandonment if a draft food regulatory measure or a draft variation has been prepared as a result of the proposal.
107,has_discretion,authority,public_hearing,The Authority has the discretion to conduct a public hearing.
107,excludes,public_hearing,high_level_health_claims_variation,Public hearings exclude applications for a high level health claims variation.
107,may_direct,authority,private_hearing_part,The Authority may direct that any part of the hearing be held in private.
107,may_issue,authority,direction_prohibiting_publication,The Authority may issue directions to prohibit or restrict the publication of evidence or documents related to the hearings or reviews of draft measures.
107,is_not,direction_prohibiting_publication,legislative_instrument,A direction under subsection (3) is not a legislative instrument.
108,may_not_perform_action,authority,section_22,The Authority may decide not to perform actions required under section 22 to avoid duplication of work.
108,may_not_perform_action,authority,section_55,The Authority may decide not to perform actions required under section 55 to avoid duplication of work.
108,requires_public_notice,authority,section_28,The Authority must give public notice of its decision if it relates to an application under section 28.
108,requires_public_notice,authority,section_51,The Authority must give public notice of its decision if it relates to an application under section 51.
108,requires_public_notice,authority,section_58,The Authority must give public notice of its decision if it relates to a proposal under section 58.
108,requires_public_notice,authority,section_75,The Authority must give public notice of its decision if it relates to a proposal under section 75.
108,requires_notice_to_applicant,authority,section_22,The Authority must give notice of its decision to the applicant if public notice has not been given under section 28 or 51.
108,identifies_agency,authority,government_agency,The public notice must identify the government agency that has done the work or gone through the process.
109,request_review,forum_on_food_regulation,authority,The Forum on Food Regulation can request the Authority to review a standard.
109,must_review,authority,standard,The Authority must review the standard when requested by the Forum on Food Regulation.
109,give_directions,forum_on_food_regulation,authority,The Forum on Food Regulation may give directions to the Authority in relation to the conduct of a review.
109,complete_review,authority,standard,The Authority must complete the review of a standard within 3 months or a longer period if allowed by the Forum.
109,notify_result,authority,forum_on_food_regulation,"After completing a review, the Authority must notify the Forum on Food Regulation of the result."
109,prepare_proposal,authority,food_regulatory_measure,The Authority may prepare a proposal for the development of a new food regulatory measure in substitution for the one reviewed.
109,equivalent_to,proposal_under_section_55,food_regulatory_measure,A proposal prepared by the Authority after a review is treated as if it were a proposal under section 55.
110,duty_not_to_disclose,board_member,confidential_commercial_information,Board members have a duty not to disclose confidential commercial information.
110,duty_not_to_disclose,authority_staff_member,confidential_commercial_information,Staff members of the Authority have a duty not to disclose confidential commercial information.
110,duty_not_to_disclose,committee_member,confidential_commercial_information,Committee members have a duty not to disclose confidential commercial information.
